Seguidores_autor,Tweets_autor,Texto,Fecha,Retweets,Respuestas,Likes,Cant_citas,Fuente,Hora,Mes,Long_Texto
5,328,Porqué es el Senado de la Prov de Bs As quien convoca a la ciudadanía a anotarse para recibir la vacuna contra el COVID???La Nación ya abrió un registro con el mismo propósito???? En las restantes Prov también inscriben???,2021-02-12,0,0,0,0,Twitter for iPhone, 15hs,Febrero,222
1803,28043,"Bueno si no muero hoy por la vacuna de covid, muero mañana por cursar de 8 y media de la mañana a 5 de la tarde 😣😣😣😣😣",2021-02-12,0,0,3,0,Twitter for Android, 13hs,Febrero,117
535,6039,Terminó la convocatoria de voluntarios/as. Somos los que somos. A seguir esperando. Qué trabajo con la ansiedad eh. Vacuna Fase3 Cansino Covid,2021-02-12,0,0,2,0,Twitter for Android, 13hs,Febrero,142
992,27694,"La hija de Melinda y Vil-Gates, Jenn Gates, se puso la vacuna contra el Covid. Ella es estudiante de medicina y en su comentario en IG lo carga al padre😂👇🏿“Sadly, the vaccine did NOT implant my genius father into my brain. If only mRNA had that power!”",2021-02-11,0,0,4,0,Twitter for Android, 23hs,Febrero,252
233,4500,"La vacuna funcionoooo, funcioonoooooooo! Test de detección de anticuerpos  para sars - covid 2 resultado REACTIVO! que alegría LPM!",2021-02-11,1,0,19,0,Twitter for Android, 23hs,Febrero,131
204,2440,"Ese ""casi"" me causa más ansiedad que la vacuna contra el covid...",2021-02-11,0,0,5,0,Twitter for Android, 20hs,Febrero,65
1614,53444,"NI PARA PREMIAR ECONÓMICAMENTE TANTO ESFUERZO. CON ESTOS ANTECEDENTES SI POR NO TENER UNA VACUNA SUFRIERA DE COVID 19 , LO QUE PARA MI REPRESENTA LA MUERTE, HAGO DIRECTAMENTE RESPONSABLE A GOBERNADOR DE LA CABA.",2021-02-11,1,0,1,0,Twitter for Android, 20hs,Febrero,211
10563,38790,"Para mi el mejor invento de la ciencia y la tecnología en el último año después de la vacuna contra el COVID tiene que ser la opinión de darle doble clic al mensaje del otro y le ponga un corazón: “me llegó el mensaje, está todo bien, gracias, nos vemos” con dos tiqui tiqui.",2021-02-11,1,0,2,0,Twitter for iPhone, 17hs,Febrero,275
6324,5276,"Veo mucha gente comentando sobre a quién le dan la vacuna covid, mucho enojo, pero los que comentan son los mismos que hace un par de meses aseguraban que esta vacuna era una mentira y jamás se la pondrían. 🤷🏽‍♂️ Déjense de romper las pelotas.",2021-02-11,0,2,5,0,Twitter for Android, 17hs,Febrero,243
380,4719,"no, nada de recuoere, digamos las cosas como son, ojala se muera este o alguno de los tantos hijos de putas que tiraron y tiran mierda contra la vacuna Rusa y las medidas que toma el gobierno para tratar de controlar el Covid.",2021-02-11,0,0,2,0,Twitter for Android, 15hs,Febrero,226
918,1453,💉 Mañana comienza la preinscripción al padrón de solicitud de la vacuna contra el Covid-19.👉 Para registrarte podés hacerlo a través de la página web    o por la aplicación CirculaciónRN,2021-02-11,0,0,0,0,Twitter for Android, 13hs,Febrero,186
2325,69955,Sputnik V: embarazadas y lactantes pueden recibir la vacuna rusa contra el covid,2021-02-11,0,0,0,0,Twitter for Android, 06hs,Febrero,80
5455,9380,"AHORA RUMBO A MOSCU AR 1064 _AR 2000oficial  2 países, una Aerolínea, 2 Aeropuertos, una vacuna contra el covid-19",2021-02-11,24,30,138,4,Twitter for Android, 01hs,Febrero,114
6101,290025,2246 2917 Seguro... con vacuna pata covid NO!,2021-02-11,0,0,0,0,Twitter for Android, 01hs,Febrero,45
38,883,"Salí de una capacitación que se suponía ser corta como a las 2 horas con dolor de cabeza y como tenía que seguir laburando me tomé un Red Bull  y un tafirol , si no me muero con esa mezcla ya no necesito vacuna del covid jsjsjsj",2021-02-10,0,0,0,0,Twitter for Android, 20hs,Febrero,228
2889,6264,Covid-19: conocé cómo quitar y lavar de manera correcta el barbijo social. CuidarteEsCuidarnos vacuna salud jujuy argentina,2021-02-10,0,1,0,0,Twitter for Android, 16hs,Febrero,123
290,56756,"Después de la infinidad de marchas y contramarchas de la OMS con relación al covid 19, ¿le quedó algo de credibilidad como para hacer recomendaciones?",2021-02-10,0,0,0,0,Twitter for Android, 16hs,Febrero,150
98,1028,El concejal _hz habló sobre la postulación al cargo de Juez de Faltas por parte del Municipio del Dr. Alejandro Belfiori 👇,2021-02-10,8,1,11,2,Twitter for Android, 15hs,Febrero,122
1219,21459,Hoy a las 23hs despegará desde Ezeiza el cuarto vuelo a Rusia para traer al país más dosis de la vacuna Sputnik V.  Comprometidos con el cumplimiento de esta tarea fundamental para hacerle frente al Covid-19. AerolíneaDeBandera,2021-02-10,0,0,0,0,Twitter for Android, 14hs,Febrero,227
1438,27494,Dice  que se vacuna cuando le toque. En sexto lugar: grupo estratégico Aquí el plan de vacunación del,2021-02-10,0,1,1,0,Twitter for iPhone, 01hs,Febrero,101
138,150,"Estuvimos junto a  asesorando y preinscribendo a nuestros vecinos y vecinas para que puedan acceder a la vacuna contra el Covid-19.La vacuna está cerca y será una valiosa ayuda, mientras tanto, sigamos cuidándonos. DelegaciónMerlo",2021-02-10,0,1,3,0,Twitter for iPhone, 01hs,Febrero,230
83,2788,Critican la vacuna y tiene doble efecto: te protege del covid Y de los homofobicos. Un golaso,2021-02-10,0,1,3,0,Twitter for iPhone, 01hs,Febrero,93
1952,1834,Seguimos la campaña VACUNATEInscripción e información en la lista de espera de la vacuna contra el COVID-19 en nuestro Centro de Jubilados y Pensionados Metalúrgicos NUEVA ERA Abelardo Silvero Los martes y jueves desde las 10 a 12 horasVacunateUOMLaMatanzaUOMSomosTodos,2021-02-09,0,0,1,0,Twitter for Android, 18hs,Febrero,269
1405,22213,"Ya son más de 35 mil los pampeanos q se han inscripto para recibir la vacuna contra el covid-19. Interesados lo pueden hacer en  El sitio se lanzó el 18 de diciembre. El objetivo a vacunar es a 113.262 personas (salud, seguridad, población de riesgo, +60)",2021-02-09,0,0,1,0,Twitter for Android, 14hs,Febrero,255
735,1053,"Alguien sabe si un recuperado Hodgkin, esplenectomizado, puede recibir la vacuna Covid? Cc  tengo entendido que la Moderna no se puede",2021-02-09,0,0,0,0,Twitter for iPhone, 12hs,Febrero,134
203,1039,Me acompañaste cuando di covid+ y ahora me acompañas y me atendes cuando recibo la vacuna!!!🤗💉,2021-02-09,0,0,7,0,Twitter for Android, 02hs,Febrero,94
291,377,"""trabajamos para que las dosis de la vacuna lleguen a todos los barrios, mientras que la oposición sigue delirando por los medios y haciendo denuncias ridículas en vez de ser responsables. Tienen que dejar de hacer shows mediáticos.""Leé la nota completa👇",2021-02-08,2,0,3,0,Twitter for Android, 23hs,Febrero,254
1909,3358,"Las vacunas no han sido debidamente probadas, en Estados Unidos, los trabajadores de la salud están rechazando la vacuna, y en muchas ciudades del mundo se incrementa el número de fallecidos por CoVid luego de habérsela aplicado...",2021-02-08,0,0,6,0,Twitter for Android, 22hs,Febrero,231
35,376,Hoy mi mamá recibió la primera dosis de la vacuna contra el COVID-19! Estoy más que feliz! Espero que pronto todes podamos vacunarnos ✌️💚,2021-02-08,0,1,2,0,Twitter for Android, 20hs,Febrero,137
203,1039,Ya supere el covid...ahora la vacuna adentro primer dosis SputnikV 💉,2021-02-08,1,0,10,0,Twitter for Android, 18hs,Febrero,68
520,40048,Creo va llegar 1ro el ascenso de instituto que mi vacuna contra el covid. Che covid  para dejame ver 1 ascenso más y después nos vemos se segurola y la habana. Veinte con 3 virus más si queres,2021-02-08,0,0,0,0,Twitter for Android, 17hs,Febrero,192
273,12939,"Pregunta para Larreta: porque no firmar convenio con los laboratorios que hacen la vacuna para covid y , el que la puede pagar, se la paga? Y, elegimos no? Larreta, HOLA!!",2021-02-08,0,0,0,0,Twitter for Android, 17hs,Febrero,171
1568,8604,No me voy a vacunar con ina vacuna que sólo la aprobó una revista.Ya tuve Covid y hay cierta inmunidad.,2021-02-08,0,0,0,0,Twitter for Android, 16hs,Febrero,103
2645,448,Recién fui inoculado con la primera dosis de la vacuna SputnikV contra la COVID-19 en el .,2021-02-08,9,2,64,3,Twitter for iPhone, 15hs,Febrero,90
112,3699,"_josedemail  _Palacio Soy voluntario del protocolo vacuna Covid -19 de Pfizer- BioNtec que se lleva adelante en el Hospital Militar Central a cargo de la Fundación Infant y la dirección del Dr. Polak. Fundamento , es el mejor aporte que puedo realizar para ayudar a resolver este",2021-02-08,0,1,5,0,Twitter for Android, 13hs,Febrero,279
1064,4927,Berazategui vacuna contra el covid a los vecinos que sean factores de riesgo  vía,2021-02-08,0,0,0,0,Twitter for iPhone, 12hs,Febrero,81
110,5105,"La pelotudez mata en el rock, en la cumbia, con el covid, en todos lados. Ojo Néstor, es contagioso y la vacuna es la información y el estudio.",2021-02-08,0,1,0,0,Twitter for Android, 12hs,Febrero,143
4695,55379,"42884947  Al menos aquí en Argentina con la vacuna rusa a los que ya tuvieron Covid se les aplica “por ahora” solo una dosis, la segunda dosis se les aplica después pero con menos prioridad.",2021-02-08,0,1,1,0,Twitter for iPhone, 05hs,Febrero,190
878,7021,"Veo tanto tuit hablando de salud mental y pienso... la pandemia dejó en mis seres queridos más problemas de salud mental que positivos en covid... creo que es por ahí, tenemos que ponernos a pensar cómo ayudar a salir de esos problemas a los nuestros, con la vacuna no alcanza.",2021-02-07,0,0,0,0,Twitter for iPhone, 05hs,Febrero,277
840,2751,"☝️ Está mañana nos encontramos en la plaza ""La Paz"", para salir hacer un casa por casa en la localidad de Florida Oeste y Munro, brindándole a cada vecinx información y registrandolxs para recibir la vacuna contra el covid. VacunateVilo MásVacunasMenosCovid 💉❤️",2021-02-06,6,0,7,0,Twitter for Android, 21hs,Febrero,261
607,3838,"Seguimos informando y Pre-inscribiendo para vacunarse contra el Covid-19 La vacuna es Gratuita, Pública y optativa!Podes inscribirte desde acá 👇🏾 CupoLaboralTravestiTrans 🌈 BuenosAiresVacunateLomasDeZamora19741",2021-02-06,3,1,5,0,Twitter for Android, 21hs,Febrero,210
607,3838,"Seguimos informando y Pre-inscribiendo para vacunarse contra el Covid-19 La vacuna es Gratuita, Pública y optativa!Podes inscribirte desde acá 👇🏾",2021-02-06,2,1,4,0,Twitter for Android, 21hs,Febrero,145
840,2751,"💉 VACUNATE HACE PATRIA. Lxs compañerxs de  salieron a pintar las paredes de Vicente López, concientizando a la aplicación de la Vacuna contra el Covid. MásVacunasMenosCovid ❤️",2021-02-06,1,0,3,0,Twitter for Android, 18hs,Febrero,175
0,283,"Si la vacuna no es obligatoria, para Quirós, los docentes no deberían testearse  y que se hagan cargo de que anden de una escuela a otra sin saber si tiene Covid, total los protocolos son seguros y no tienen peligro de ser contagiados.",2021-02-06,0,0,0,0,Twitter for Android, 18hs,Febrero,235
1862,3647,"12400 personas dieron positivas de covid luego de aplicarse la primer dosis de Pfizer, 69 igual pero con las dos dosis aplicadas.Me gustaría saber que opinan ahora los loros que tanto hincharon con la vacuna Rusa.Los leo.",2021-02-06,0,0,0,0,Twitter for Android, 15hs,Febrero,221
2018,4288,"💉BUENOS AIRES VACUNATEPlan Provincial Gratuito y Optativo contra COVID-19Ahora nos encontramos en la Plaza de Garin inscribiendo a les vecinxs para recibir la vacuna contra el Coronavirus.Nos cuidamos entre todxs, vacunarse es un acto de solidaridad también con el otrx",2021-02-06,13,4,22,4,Twitter for Android, 14hs,Febrero,269
2288,64922,"Papa Francisco y Benedicto XVI reciben la segunda dosis de la vacuna contra el COVID-19  vía  // una pena que los milagros pasaron de moda, así esas dosis podían servir para otrxs 🙄",2021-02-06,0,0,1,0,Twitter for Android, 00hs,Febrero,181
656,14372,SantaFe Vacuna  - COVID-19: La provincia distribuyó 7.500 nuevas dosis de Sputnik V  vía,2021-02-05,0,0,1,0,Twitter for iPhone, 23hs,Febrero,88
389,22060,Salud no está realizando visitas domiciliarias para constatar el estado de salud de las personas que recibieron la vacuna contra Covid-19. VacunaciónCOVID19,2021-02-05,0,0,0,0,Twitter for Android, 20hs,Febrero,156
519,4953,"CÓMO INSCRIBIRSE PARA RECIBIR LA VACUNA CONTRA EL COVID-19Si estás dentro de los grupos que deben vacunarse, anótate acá  y esperá que te confirmen dónde y cuándo hacerlo.Vacuna COVID19 Coronavirus Salud SanIsidro",2021-02-05,8,0,7,0,Twitter for iPhone, 20hs,Febrero,213
8,102,Antes que nada aclaró que no tengo animosidad alguna contra Marina Calabró. Me pueden explicar porqué recibió la vacuna contra el COVID??? O Beatriz Sarlo tiene razón qué hay vacunas por debajo de la mesa???,2021-02-05,0,0,0,0,Twitter for iPhone, 18hs,Febrero,207
6546,6615,¿ESTO HACEN CON TUS IMPUESTOS?Menéndez usa la vacuna contra el Covid para hacer política.Con una camioneta de Grande Merlo hacen un anuncio oficial traspasando los límites entre el estado municipal y la política partidaria.Que la pandemia no sea una excusa para el atropello,2021-02-05,5,3,22,2,Twitter for Android, 17hs,Febrero,274
2945,105316,UD  se puso  barbijo.y cree q solucionando el tema vacuna el pueblo lo va a apoyar-No cumpa Alberto no se confie covid 19 es 1problema importante resolver por salud .Tiene que resolver  tambien pandemia  está atacando el bolsillo tan o +s grave covid 19  CUIDESE CUMPA!,2021-02-05,1,1,2,0,Twitter for Android, 14hs,Febrero,269
689,3979,"Ayer, junto a nuestro compañero y concejal _gianella estuvimos en Los Troncos realizando una nueva jornada de distribución de alimentos e inscripción para el plan de vacunación provincial contra el COVID-19.La esperanza llega con la vacuna de mano de Alberto y Cristina 💪",2021-02-05,4,0,9,0,Twitter for Android, 13hs,Febrero,271
44,16086,"Alberto vacuna a los argentinos contra el COVID-19, o libérala y q sindicatos obras sociales y prepagas y todos los q puedan la paguen gratis solo para los q no pueden y políticos funcionarios y famosos la paguen y donen una vacuna además",2021-02-05,0,0,0,0,Twitter for iPhone, 13hs,Febrero,238
75,3791,Yo ya me di las dos dosis tb! Y tuve covid en diciembre. Te provocó síntomas la vacuna? A mi la primer dosis algo más que la segunda.,2021-02-05,0,1,0,0,Twitter for Android, 13hs,Febrero,133
300,15417,"Cada vez q Andrés se vacuna contra el covid,tiene todos los sientomas queda de cama. Peor que cuando lo agarro yo toda enfurecida ahhhhhhhhguantia🤣🤣 , na es posta igual,una lastima pobre  JAJAJAJA",2021-02-05,0,0,1,0,Twitter for Android, 04hs,Febrero,196
183,4805,"_13 muchachos antes de hablar tienen que informarse,la vacuna del covid no es una cura, es que si te contagias no sea tan grave,no mal informen",2021-02-05,1,0,1,0,Twitter for Android, 03hs,Febrero,143
38,151,Continuamos desde La Cámpora San Fernando registrando a las vecinas y vecinos de los barrios del distrito para recibir la vacuna contra el covid-19. La militancia organizada también realiza su aporte para poner fin a la pandemia.La esperanza está en marcha 🇦🇷,2021-02-05,0,0,1,0,Twitter for Android, 00hs,Febrero,259
44,46,Vacunación contra el Covid 💉Les dejamos el formulario para todas aquellas personas mayores de 60 que se quieran inscribir para recibir la vacuna!,2021-02-04,0,0,0,0,Twitter for iPhone, 23hs,Febrero,145
6747,13185,"Podes anotarte y participar como voluntario del ensayo clínico de la vacuna china CanSino, contra el Covid-19.La convocatoria se hizo a través de la Fundación Huésped.",2021-02-04,0,1,2,0,Twitter for Android, 20hs,Febrero,167
318,31414,"Alguien me pde informar a donde hay que anotarse para voluntario de la vacuna alemana , que hoy empezaba la inscripción? Covid_19 COVID",2021-02-04,0,0,0,0,Twitter for Android, 19hs,Febrero,135
1024,83598,"No creo en ninguna vacuna de Covid! Todas tiene efectos adversos desconocidos. Las de la gripe, sospechas fundadas, no investigadas por supuesto, de aumentar probabilidad de ACV, ataques cardíacos, etc, 2 y 3 años después. Como las aconsejan después de los 65 años.....",2021-02-04,2,1,5,0,Twitter for Android, 18hs,Febrero,269
9880,73996,Dicen testigos cubanos que vieron a la madre de Yanina LaTorre camuflada entre homeless intentando darse la segunda dosis de la vacuna contra el Covid.,2021-02-04,1,0,2,0,Twitter for Android, 16hs,Febrero,151
39,2362,"PODRÁN DESCUBRIR LA VACUNA DEL COVID-19, PERO JAMAS VAMOS A SABER PORQUE MASTICAMOS EL CHOCLO Y LO CAGAMOS ENTERO.",2021-02-04,0,0,1,0,Twitter for Android, 16hs,Febrero,114
1952,1834,Comenzó la campaña de inscripción e información en la lista de espera de la vacuna contra el COVID-19en nuestro Centro de Jubilados y Pensionados Metalúrgicos NUEVA ERA Abelardo Silvero Este jueves 4/2 desde las 10:00 a 12:00 horasAnotateYaVacunateNuevaEraUOMLaMatanza,2021-02-04,2,0,7,0,Twitter for Android, 14hs,Febrero,268
1994,81396,Uf....el virus se ha diseminado demasiado.Y no hablo del Covid.Para éste no hay vacuna.,2021-02-04,0,0,0,0,Twitter for Android, 13hs,Febrero,87
1614,53444,🔴 Suiza no aprueba la vacuna contra el covid-19 de AstraZeneca por datos insuficientes SEPA MÁS 👉,2021-02-04,2,0,2,0,Twitter for Android, 03hs,Febrero,97
5023,40314,2 Doc para una amiga que hizo reaccion alergica a unos caramelos para el dolor de garganta. La vacuna para Covid puede traerle problemas? Debe consultar?,2021-02-04,0,1,0,0,Twitter for iPhone, 00hs,Febrero,153
127,3999,Ya están publicados los datos preliminares del ensayo fase clínica III de la vacuna para el COVID-19 Sputnik V en The Lancet. Pero no me siento seguro. Quiero saber qué opina el  SputnikV ElDipy Science Medicine VacunasCOVID19,2021-02-03,0,0,1,0,Twitter for Android, 20hs,Febrero,226
140,2377,"Vacuna Sputnik V Covid-19La revista científica The Lancet publicó los resultados de los estudios intermedios de los ensayos de Fase 3 de la Sputnik V que certifican la seguridad y eficacia del 91,6% contra COVID-19 sintomático con aplicación de sus 2 dosis y no registra eventos",2021-02-03,0,0,0,0,Twitter for Android, 16hs,Febrero,278
34127,15067,"A este ritmo de aplicación de la vacuna, Argentina tardaría más de trece años en estar completamente inmunizada contra el COVID-19.Todo, absolutamente todo en este bendito país, es chamuyo.",2021-02-03,0,1,0,0,Twitter for iPhone, 15hs,Febrero,189
459,16314,"👏👏👏👏👏""La vacuna Sputnik V contra la COVID-19 tiene una eficacia del 91.6%, según The Lancet""",2021-02-03,0,0,3,0,Twitter for Android, 14hs,Febrero,92
389,22060,Neuquén ya vacuna a los mayores de 80 años contra el COVID-19,2021-02-03,0,0,0,1,Twitter for Android, 12hs,Febrero,61
3548,16983,"Siguiendo con la divulgación científica luego de la sandía, como todo el mundo sabe si comes salame después de darte la antitetánica te morís!!!Gines y el CONICET están investigando si sólo con la vacuna contra el covid alcanza sin necesidad del salame...Buen día gente!⚪🔴⚪",2021-02-03,0,1,2,0,Twitter for Android, 11hs,Febrero,273
7700,67251,AHORA  [MÓVIL]Desde Estadio Ruca Che: Comienza la etapa de vacunación de las personas de entre 80 y 90 años de edad que se registraron para recibir de forma voluntaria la vacuna contra el Covid-19. 👤Amplía  Quórum Noticias🔊 1400 Neuquén,2021-02-03,1,0,2,1,Twitter for Android, 11hs,Febrero,236
7700,67251,AHORA  [MÓVIL]Desde Estadio Ruca Che: Comienza la etapa de vacunación de las personas de entre 80 y 90 años de edad que se registraron para recibir de forma voluntaria de la vacuna contra el Covid-19. 👤Amplía  Quórum Noticias🔊 1400 Neuquén,2021-02-03,1,0,0,0,Twitter for Android, 11hs,Febrero,239
103,7473,"El daño que hace el covid es alarmante , lo pase , no veo la hora de poner la vacuna que sea ✌",2021-02-03,0,0,0,0,Twitter for Android, 07hs,Febrero,94
1022,37386,"¡Qué lástima! El mismo día que todos celebrábamos la segura efectividad de la vacuna rusa, el intendente de Bragado contrajo el Covid 19 luego de haberse inoculado las dos dosis de la risa, quiero decir rusa.",2021-02-03,0,0,0,1,Twitter for Android, 05hs,Febrero,208
1640,266231,"64_ Problema enfermo con COVID al darse la vacuna Los test pueden dar falsos positivos Si una vacuna no otorga inmunidad, no sirve para nada",2021-02-03,2,2,2,0,Twitter for Android, 04hs,Febrero,140
1478,26716,"En Bahía Blanca, dió positivo de covid una enfermera del Hospital Privado del Sur, luego de aplicarse la vacuna sputnik",2021-02-03,0,0,0,0,Twitter for Android, 03hs,Febrero,119
247,11129,Un intendente que recibió la segunda vacuna tiene Covid-19  vía 3com,2021-02-03,0,0,0,0,Twitter for Android, 03hs,Febrero,68
247,11129,Mmmm ! Un intendente que recibió la segunda vacuna tiene Covid-19  vía 3com,2021-02-03,0,0,0,0,Twitter for Android, 03hs,Febrero,75
5,3183,Gracias de q a esta chorra HDP si lo primero q hizo fue protegerse ella con la vacuna y vos cKumpa solo aplaudiendo cagandote de hambre y muriendote de covid 48000 mil muertos kumpa 48000!!!,2021-02-03,0,0,0,0,Twitter for Android, 02hs,Febrero,190
594,30545,me encanta que el mundo esté preocupado con la vacuna y el covid y Brasil con un reality show,2021-02-03,0,0,0,0,Twitter for Android, 02hs,Febrero,93
443,37522,"75   Es que tampoco que una revista haga un análisis le da certeza sobre la vacuna, fueron producidas en emergencia por lo tanto el grado de efectividad es relativo, hoy un intendente dio positivo por covid luego de vacunarse con ambas dosis, por algo nadie la aprueba a la sputnik",2021-02-03,0,1,0,0,Twitter for Android, 02hs,Febrero,281
374,18466,"Entiendo que no sabemos qué día terminará la pandemia, pero cada muerte por Covid-19 que suceda en estos meses teniendo la vacuna a la vuelta de la esquina, me produce muchísima angustia realmente.",2021-02-02,0,0,2,0,Twitter for Android, 23hs,Febrero,197
5695,4293,"La revista científica “The Lancet” publicó los resultados satisfactorios de los estudios de la fase 3 de la vacuna Sputnik V donde se muestra la seguridad y eficiencia del 91,6% contra la Covid-19.",2021-02-02,5,3,26,0,Twitter for Android, 23hs,Febrero,197
119,9173,estoy mirando la nota del intendente vacunado en Baradero y contagiado de covid. Según el ministro Quiroz en el programa de Doman dijo que la vacuna no es para que no te contagies sino para que  si te contagias sea más leve nada más....,2021-02-02,0,0,0,0,Twitter for Android, 23hs,Febrero,236
1618,31877,"Si te diste la vacuna rusa, quédate más tranquilo, parece que no hace mal. Pero atenti que parece que igual te podés agarrar Covid. Una de cal, otra de arena.",2021-02-02,0,0,0,0,Twitter for Android, 23hs,Febrero,158
236,665,"donde pueden inscribirse para recibir la vacuna que protege del covid-19 o Coronavirus. en Concarán, San Luis, Argentina",2021-02-02,0,0,0,0,Instagram, 22hs,Febrero,120
3012,2908,Comenzaron a aplicar la vacuna contra el COVID-19 🦠.,2021-02-02,0,0,3,0,Twitter for Android, 22hs,Febrero,52
3971,3991,Pfizer proyecta ganar 15 mil millones de dólares por su vacuna de covid-19 en el 2021!,2021-02-02,0,0,1,0,Twitter for Android, 21hs,Febrero,86
382,615,☑️Ayudamos en la inscripción para la vacunación☑️Fortalecemos cuidados para evitar el contagio de Covid-19☑️Concientizamos sobre la importancia de la vacuna☑️Promovemos una mejor convivencia ciudadanaCuidarnos a todas y todos es nuestra responsabilidad. Es nuestro orgullo.,2021-02-02,0,0,1,0,Twitter for Android, 20hs,Febrero,273
235,7550,BlackRock desarrolla el mercado “privado” de la vacuna contra el Covid,2021-02-02,2,0,2,0,Twitter for Android, 19hs,Febrero,70
2501,32095,"👉📢El análisis incluyó datos de 19.866 voluntarios, que recibieron tanto la primera como la segunda dosis de la vacuna Sputnik V, o su placebo, en el punto de control final, de 78 casos confirmados de COVID-19.",2021-02-02,0,0,0,0,Twitter for Android, 19hs,Febrero,209
1209,84134,"""La vacuna Sputnik V contra la COVID-19 tiene una eficacia del 91.6%, según The Lancet""",2021-02-02,0,0,0,0,Twitter for Android, 17hs,Febrero,87
1745,42455,"El daño al Conicet que le hace la presencia entre sus filas de la brutísima Pitta, no se contraresta ni con la vacuna argentina, la cura del covid y tres premios Nobel.",2021-02-02,1,0,8,0,Twitter for Android, 16hs,Febrero,168
1108,17453,"Malvinas Argentinas,  más de mil adultos mayores inscriptos para recibir la vacuna contra el Covid-19 SeguimosEstandoCerca CuidarteEsCuidarnos",2021-02-02,0,0,1,0,Twitter for Android, 15hs,Febrero,142
340,3990,"Pero si el  había dicho otra cosa 🤦🏻‍♂️""La vacuna Sputnik V contra la COVID-19 tiene una eficacia del 91.6%, según The Lancet""",2021-02-02,0,0,1,0,Twitter for Android, 15hs,Febrero,126
812,322,Llegaron más vacunas a nuestra provincia.Es la tercera tanda del primer componente de la vacuna para continuar la inmunización contra COVID-19 al personal sanitario de hospitales públicos y privados de Salta.GobiernoPresente SigamosCuidándonos LaPandemiaContinua,2021-02-02,6,0,11,0,Twitter for Android, 15hs,Febrero,262
75,3791,"Soy bioquímica. Entro todo el tiempo a la terapia covid Ya me contagie y contagie a esposo y secretaria. Tengo pocos anticuerpos. Lo peor fue la culpa de haber contagiado. Me di la vacuna pq no quiero volver a pasar por eso, no la enfermedad pq fue leve, sino la culpa.",2021-02-02,0,0,0,0,Twitter for Android, 13hs,Febrero,269
1862,38787,"Larreta ya tuvo covid. Si se vacuna o no es cosa de él. Kichillof que no joda más con CABA y que intente gobernar a ver si logra  controlar la violencia y los robos en su provincia. En el conurbano no se puede caminar, es tierra de nadie.",2021-02-02,0,0,3,0,Twitter for Android, 12hs,Febrero,238
353,9517,_sin Una vacuna probada solo en 30000 q ni los propios rusos quieren ponerse. Obvio q nadie se quiere poner veneno. Tenés las mismas chances de generar anticuerpos de forma natural que de pescarte el covid con la vacuna. Fíjate la cantidad de eventos en gente q se aplicó la vacuna.,2021-02-02,0,0,1,0,Twitter for Android, 12hs,Febrero,282
10929,92448,Cómo funciona la vacuna Gamaleya,2021-02-02,2,0,2,0,Twitter for iPhone, 11hs,Febrero,32
1419,74038,Coincido bastanteY hasta el.momento decidi esperar como medica habiendo pasado por el covidPero entiendo que el.medico de guardia o uti en primera fila de batalla no tiene otra vacuna y no sabemos si llegaran por ende entiendo que se vacunen es una cuestion de fe lamento,2021-02-02,0,0,1,0,Twitter for Android, 03hs,Febrero,271
353,24568,"""Niños soviéticos pensando ya en la vacuna del Covid en 1961. Demostrando porque el socialismo es estética y moralmente superior"" Camarada Mileivich",2021-02-02,0,0,0,0,Twitter for Android, 00hs,Febrero,148
13791,100637,"Mi hermana y mi cuñado, médicos en Brasil, recibieron hoy a la tarde la vacuna de Astra Zeneca, a pesar de estar ambos recién recuperados y de alta de Covid-19. Lo que es vivir en países sin Peronismo!",2021-02-01,9,2,58,0,Twitter for Android, 23hs,Febrero,201
3337,40673,🔴✅Miguel Volonnino apoya la campaña de la vacuna contra el COVID-19 en Tapiales. Mirá 👇tapiales LaMatanza coronavirusPandemia VacunasCOVID19,2021-02-01,0,0,2,0,Twitter for Android, 21hs,Febrero,140
330,17675,¿Alguien dudaría en vacunarse con la vacuna Sabín Oral? y ¿ Contra la viruela? y ¿Contra las Paperas?. Y contra el tétanos? Pero contra el Covid-19 las vacunas contra el Coronavirus ¿ Dudarían en ponérsela?,2021-02-01,0,0,0,0,Twitter for Android, 21hs,Febrero,206
623,118383,"Che, y si me dejaran comprar una vacuna contra el covid, cuánto costaría?",2021-02-01,0,0,0,0,Twitter for Android, 19hs,Febrero,73
45,2057,"Ojalá que después de ponernos el chip 5G que viene en la vacuna contra el covid y que lo usan para controlar nuestras mentes e instaurar el Nuevo Orden Mundial, se escuche: “la vashe de datos de virus ha shido actualishada”.",2021-02-01,0,0,0,0,Twitter for Android, 19hs,Febrero,224
14104,173966,"Primero consigan una vacuna, después traigan los papers Mientras tanto aumento Fernández sigue matando gente, por COVID por hambre o por los presos que liberó Si tenes algo de vergüenza llamaré a silencioMilitante de la pobreza",2021-02-01,0,1,1,0,Twitter for Android, 17hs,Febrero,227
2607,25637,"Si el Covid tuviera una mortalidad como la de la viruela, se lanzarían encima de cualquier vacuna como del Viagra👇",2021-02-01,1,0,0,0,Twitter for Android, 17hs,Febrero,114
2149,6318,"El ejercicio físico permite que la persona esté en estado y no sufra, las consecuencias de una infección grave o severa por Covid-19. “Matenete saludable , actividad física la mejor vacuna , VeniAGerboSport “",2021-02-01,0,0,0,0,Instagram, 14hs,Febrero,208
